Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
623,213,6,Diesel,Highway,21,14.39
1223,67,6,Petrol,Highway,24,12.12
2435,182,6,Diesel,City,5,12.58
2108,63,5,Petrol,City,9,12
1679,74,5,Diesel,Highway,4,19.73
1585,93,3,Diesel,City,7,15.83
822,170,6,Diesel,Highway,13,16.64
2255,88,4,Petrol,City,8,12
778,189,5,Diesel,Highway,23,14.59
1399,153,6,Petrol,Highway,4,13.42
1033,238,4,Diesel,Highway,8,16.04
2073,111,5,Diesel,City,16,12.94
1392,102,4,Petrol,Highway,13,13.47
1483,102,4,Diesel,Highway,10,18.43
1091,205,3,Diesel,Highway,14,15.96
1812,212,5,Petrol,City,20,12
2201,167,5,Diesel,Highway,10,15.5
1409,114,5,Diesel,City,13,14.19
1560,180,5,Petrol,Highway,8,12.38
1019,92,3,Diesel,City,24,13.62
1872,99,3,Diesel,City,20,13.16
2211,248,6,Petrol,Highway,5,12
1248,186,5,Petrol,Highway,21,12
1787,85,4,Diesel,City,21,13.14
2368,72,3,Petrol,City,19,12
1878,123,4,Diesel,City,13,13.64
1075,99,4,Petrol,Highway,2,15.67
2429,104,4,Diesel,Highway,16,15.69
2040,174,6,Petrol,City,14,12
769,61,6,Diesel,Highway,17,18.5
1940,132,5,Diesel,Highway,3,18
773,81,3,Diesel,Highway,16,19.1
1069,201,5,Petrol,City,9,12
944,135,6,Petrol,Highway,7,13.88
1044,244,6,Diesel,Highway,2,16.39
1641,204,4,Petrol,City,11,12
1693,238,5,Petrol,City,24,12
1961,68,4,Petrol,City,11,12
1227,250,6,Petrol,Highway,14,12
1191,100,5,Petrol,Highway,16,13.07
1126,113,5,Petrol,Highway,8,14.15
2311,179,3,Diesel,City,23,12
1055,213,6,Diesel,City,22,12
1892,177,6,Petrol,Highway,15,12
2254,188,3,Petrol,Highway,16,12
1410,245,6,Petrol,Highway,2,12
787,245,4,Diesel,City,4,13.8
1620,113,4,Diesel,City,1,16.11
2192,50,4,Petrol,Highway,7,14.3
1310,138,5,Diesel,City,11,14.17
1128,75,4,Diesel,City,18,14.66
1033,188,6,Diesel,Highway,22,14.26
887,136,3,Diesel,Highway,25,15.68
2190,51,4,Diesel,Highway,5,19.46
1098,142,4,Diesel,Highway,5,19.05
2064,217,5,Petrol,Highway,20,12
2404,168,6,Diesel,Highway,17,13.78
902,181,3,Petrol,Highway,4,14.09
686,129,6,Petrol,Highway,9,14
1429,160,4,Diesel,City,14,13.33
1037,214,6,Diesel,Highway,9,15.98
1140,175,3,Petrol,City,23,12
1645,238,4,Diesel,Highway,13,14.36
1432,54,6,Petrol,City,16,12
1396,192,3,Petrol,Highway,20,12
1159,244,4,Diesel,City,13,12.13
2140,75,4,Diesel,Highway,9,18.17
1361,55,6,Diesel,Highway,21,16.85
2298,172,5,Petrol,City,12,12
2126,93,5,Petrol,City,12,12
2337,107,3,Diesel,City,10,14.01
1066,130,6,Diesel,Highway,2,19.43
1724,95,3,Diesel,City,25,12.57
2206,151,6,Diesel,City,22,12
1274,219,3,Petrol,Highway,5,12.73
1284,97,3,Diesel,Highway,11,18.96
1764,163,6,Petrol,Highway,24,12
737,204,5,Diesel,Highway,2,18.21
1177,69,3,Petrol,City,21,12
1309,247,6,Petrol,Highway,10,12
2463,164,6,Petrol,Highway,8,12
827,212,6,Diesel,City,20,12
880,125,4,Diesel,Highway,10,18.83
1283,225,6,Diesel,City,11,12.27
1427,244,6,Petrol,City,9,12
1030,245,4,Diesel,City,7,13.09
1663,170,4,Diesel,City,12,13.16
2142,229,5,Diesel,Highway,7,14.65
2309,158,6,Petrol,Highway,16,12
2286,117,3,Diesel,City,25,12
1834,181,4,Petrol,City,19,12
901,216,4,Petrol,Highway,16,12
1709,198,5,Diesel,City,15,12
2020,115,5,Diesel,Highway,14,16.22
1876,193,5,Petrol,Highway,13,12
1132,184,6,Diesel,City,3,14.45
1368,132,6,Petrol,Highway,13,12.56
2004,58,6,Petrol,City,7,12
1043,66,4,Petrol,City,2,13.39
1656,162,5,Diesel,Highway,10,16.43
859,189,4,Petrol,City,15,12
1857,234,3,Petrol,Highway,3,12.04
2138,222,6,Diesel,Highway,6,14.75
2482,169,4,Petrol,Highway,25,12
1931,60,3,Petrol,City,14,12
1338,190,4,Diesel,Highway,4,17.57
1395,208,3,Petrol,City,15,12
669,75,4,Diesel,Highway,5,21.63
2077,112,4,Diesel,Highway,6,17.98
2062,208,6,Petrol,City,19,12
2448,71,4,Diesel,City,18,13.04
1987,183,4,Petrol,Highway,20,12
1582,197,5,Diesel,City,6,13.39
2389,59,4,Petrol,City,4,12
1080,132,6,Diesel,City,12,14.19
1767,212,4,Petrol,City,24,12
623,75,6,Petrol,City,25,12
1564,120,5,Diesel,City,24,12.13
2048,86,6,Petrol,Highway,14,12.41
1345,185,5,Petrol,City,7,12
1444,182,5,Diesel,City,2,14.46
1798,221,5,Diesel,City,2,13.19
2467,175,5,Diesel,Highway,21,13.1
924,164,5,Petrol,City,20,12
2492,141,6,Petrol,Highway,4,12.32
2294,244,5,Petrol,City,20,12
2483,249,5,Diesel,Highway,23,12
1971,166,5,Petrol,Highway,3,12.83
1397,98,5,Petrol,Highway,2,15.02
617,85,5,Petrol,Highway,21,13.17
643,75,3,Diesel,Highway,6,21.78
754,94,4,Diesel,City,14,15.49
1466,110,4,Petrol,City,8,12
1521,221,5,Diesel,City,11,12.28
2000,181,5,Diesel,Highway,19,13.93
1342,125,3,Petrol,Highway,15,13.01
2451,107,5,Diesel,City,20,12
2025,154,3,Diesel,City,20,12.02
824,75,4,Diesel,City,20,14.68
816,144,6,Petrol,City,23,12
2191,128,4,Diesel,City,20,12.09
630,177,6,Diesel,City,14,13.51
2492,206,6,Petrol,Highway,23,12
1682,186,6,Petrol,City,4,12
1497,127,5,Petrol,Highway,10,13.14
1976,85,3,Petrol,City,8,12
1534,181,6,Petrol,Highway,5,12.59
1044,108,3,Diesel,City,18,14.36
1858,214,4,Petrol,Highway,25,12
1730,173,6,Diesel,Highway,25,13.18
1814,137,4,Petrol,Highway,17,12
1129,130,3,Diesel,Highway,5,19.62
1337,190,3,Petrol,Highway,3,13.52
2302,197,4,Diesel,Highway,10,14.9
2206,66,3,Petrol,City,21,12
1473,100,4,Diesel,Highway,4,19.73
1165,104,3,Diesel,City,19,14.11
1868,210,5,Petrol,Highway,23,12
2485,198,4,Diesel,City,5,12.6
675,130,6,Diesel,City,1,16.57
1146,199,6,Petrol,City,4,12
866,202,6,Diesel,City,1,14.68
916,244,3,Diesel,Highway,15,15.05
2435,159,4,Petrol,Highway,3,12.58
1744,189,3,Diesel,Highway,10,16.15
2459,192,6,Petrol,Highway,5,12
624,135,5,Diesel,Highway,22,16.2
2055,51,6,Diesel,City,11,14.62
759,181,6,Diesel,City,17,12.82
1195,94,6,Diesel,Highway,9,18.73
1737,62,5,Petrol,City,13,12
2358,104,5,Petrol,City,14,12
1499,209,4,Diesel,Highway,9,15.95
1101,71,5,Diesel,Highway,17,18.03
1789,138,4,Petrol,Highway,7,13.22
1612,104,5,Petrol,Highway,16,12.52
1302,194,4,Petrol,Highway,20,12
1798,247,6,Diesel,Highway,13,13.53
600,228,5,Diesel,City,14,12.71
1340,185,3,Diesel,Highway,18,15.35
1709,238,3,Petrol,Highway,11,12
2197,146,4,Diesel,City,2,14.43
919,187,5,Petrol,Highway,22,12
2024,68,5,Petrol,Highway,6,14.14
981,177,3,Diesel,City,5,15.17
2341,191,5,Petrol,Highway,3,12
2240,116,5,Diesel,Highway,7,17.15
1941,232,4,Petrol,Highway,3,12
2426,110,6,Diesel,City,13,12.77
1873,233,3,Diesel,Highway,23,12.74
2148,112,6,Petrol,City,2,12
2298,154,5,Petrol,Highway,24,12
2178,153,5,Diesel,City,2,14.1
1497,188,4,Diesel,City,18,12.12
2246,224,6,Petrol,Highway,4,12
1316,183,6,Diesel,Highway,17,14.91
1879,83,4,Diesel,City,11,14.72
906,242,6,Petrol,City,7,12
1767,148,4,Petrol,City,2,12
2281,113,4,Petrol,Highway,15,12
990,136,5,Diesel,Highway,14,17.29
2436,130,5,Diesel,City,14,12.46
2299,115,5,Petrol,City,6,12
1792,208,4,Petrol,Highway,5,12.17
1589,132,5,Petrol,City,14,12
897,239,3,Diesel,Highway,21,14.12
832,231,3,Diesel,City,4,14.28
870,141,5,Diesel,Highway,14,17.34
1683,185,4,Petrol,City,5,12
1919,219,3,Petrol,Highway,12,12
2090,218,5,Diesel,Highway,25,12.08
1858,236,3,Petrol,City,13,12
1276,217,3,Petrol,City,12,12
1305,199,3,Petrol,City,17,12
833,201,6,Diesel,Highway,18,14.95
1991,87,3,Petrol,City,12,12
2318,179,5,Petrol,Highway,23,12
1444,174,3,Petrol,Highway,9,12.87
1855,90,5,Petrol,Highway,19,12.03
2496,68,3,Diesel,Highway,22,15.41
1090,154,3,Diesel,Highway,21,15.82
2242,179,6,Diesel,Highway,25,12.45
1102,141,3,Diesel,Highway,15,17.32
1489,145,5,Petrol,Highway,9,12.96
2358,111,6,Diesel,City,13,12.84
1191,65,6,Petrol,City,15,12
1345,143,3,Petrol,City,12,12
2004,199,3,Petrol,City,10,12
2319,191,4,Petrol,City,3,12
1027,165,3,Diesel,Highway,10,17.84
1296,105,4,Diesel,City,18,13.89
1245,114,5,Petrol,City,10,12
1331,222,3,Diesel,Highway,4,16.98
1399,103,3,Diesel,Highway,25,15.69
963,243,4,Petrol,City,3,12
801,135,4,Diesel,City,20,13.57
1481,223,6,Petrol,City,18,12
745,210,6,Petrol,City,17,12
1435,99,3,Petrol,Highway,5,14.94
1238,154,5,Diesel,City,20,12.53
2080,71,6,Petrol,City,10,12
734,89,6,Petrol,Highway,2,15.85
1225,88,6,Petrol,City,22,12
1887,154,4,Diesel,Highway,21,14.51
663,218,3,Petrol,Highway,1,14
1090,117,4,Petrol,Highway,16,13.09
2270,56,5,Petrol,Highway,10,13.43
640,134,4,Petrol,Highway,3,15.34
1919,248,3,Diesel,City,4,12.6
1626,181,4,Petrol,City,1,12
1512,125,5,Diesel,Highway,12,17.15
2329,140,3,Petrol,City,13,12
1574,236,3,Diesel,Highway,8,15.57
1733,133,3,Petrol,Highway,19,12
1844,203,3,Diesel,City,5,13.5
1993,80,5,Diesel,City,12,14.23
967,148,3,Petrol,City,19,12
2059,250,5,Petrol,City,4,12
1517,246,5,Petrol,City,15,12
1627,101,4,Diesel,Highway,25,15.18
843,161,4,Diesel,City,13,14.17
1501,121,3,Diesel,City,13,14.37
765,70,6,Diesel,City,3,17.46
1649,65,6,Petrol,City,8,12
2018,228,3,Diesel,City,22,12
2097,65,5,Petrol,City,6,12
1640,195,4,Diesel,Highway,17,14.67
1327,224,3,Petrol,Highway,11,12
1715,105,3,Diesel,Highway,7,18.85
1082,205,5,Diesel,Highway,15,15.31
1142,131,4,Petrol,Highway,4,14.61
1828,127,6,Diesel,City,8,13.97
2125,233,6,Diesel,Highway,25,12
1530,86,3,Diesel,City,2,16.92
999,193,3,Petrol,Highway,24,12
1830,242,3,Diesel,Highway,11,14.57
1218,109,3,Petrol,City,8,12
1769,238,3,Diesel,City,22,12
1478,60,6,Diesel,Highway,19,16.99
700,175,3,Petrol,Highway,5,14.31
1479,115,4,Petrol,Highway,18,12.38
1429,175,5,Petrol,City,6,12
1864,81,6,Diesel,Highway,19,15.97
1358,196,5,Petrol,City,20,12
762,105,5,Diesel,City,25,13.1
1796,54,3,Diesel,City,5,16.68
1101,180,5,Petrol,City,13,12
1146,205,4,Diesel,City,23,12
1907,139,3,Diesel,City,12,13.66
1982,143,6,Diesel,Highway,9,16.31
980,121,4,Diesel,City,5,16.18
1469,149,6,Petrol,Highway,17,12
1504,78,3,Diesel,City,18,14.34
2156,108,3,Diesel,Highway,3,18.79
2443,74,6,Petrol,City,19,12
1786,199,5,Petrol,City,15,12
1601,146,6,Diesel,Highway,17,15.34
1208,150,4,Petrol,City,9,12
906,166,5,Petrol,Highway,25,12
1962,248,3,Diesel,City,4,12.55
654,72,4,Petrol,Highway,9,15.62
1582,119,4,Diesel,Highway,4,19.04
932,128,3,Diesel,City,24,13.07
726,128,5,Diesel,City,3,16.47
1304,217,3,Petrol,Highway,9,12.2
842,147,4,Diesel,City,11,14.79
2484,63,4,Diesel,Highway,11,17.45
1199,78,4,Diesel,Highway,20,17.34
2471,193,3,Petrol,Highway,8,12
2032,136,6,Petrol,Highway,2,13.24
1102,59,4,Diesel,City,16,15.36
2350,96,4,Diesel,City,23,12
1203,53,5,Petrol,City,2,13.22
902,61,6,Diesel,City,21,14.22
2087,91,5,Petrol,Highway,25,12
834,53,4,Diesel,Highway,21,18.24
2319,133,6,Petrol,Highway,20,12
1661,141,5,Diesel,City,24,12
738,141,3,Diesel,Highway,5,19.97
794,55,5,Petrol,Highway,9,15.53
2150,191,6,Petrol,Highway,25,12
2392,84,5,Petrol,City,2,12
1246,224,6,Diesel,City,9,12.61
600,235,6,Petrol,City,11,12
1160,114,5,Petrol,City,8,12
1719,196,5,Petrol,Highway,7,12.04
1312,106,3,Petrol,City,6,12.09
1012,242,5,Petrol,Highway,20,12
1137,62,6,Petrol,City,15,12
2478,185,4,Diesel,Highway,15,14.09
1028,67,5,Petrol,Highway,7,15.33
834,212,5,Petrol,City,22,12
948,136,6,Petrol,City,8,12
2379,163,4,Diesel,Highway,17,14.35
2493,75,3,Petrol,Highway,19,12
2104,215,4,Diesel,Highway,24,12.47
2462,115,6,Petrol,City,2,12
995,75,6,Diesel,City,9,15.96
1974,175,6,Petrol,City,2,12
1015,106,6,Diesel,City,13,14.62
1515,74,4,Diesel,Highway,25,15.89
1674,79,4,Petrol,City,12,12
680,184,4,Diesel,City,23,12.29
635,76,5,Petrol,City,4,13.21
1690,188,6,Diesel,Highway,19,13.97
1240,150,5,Diesel,City,8,14.49
1481,185,5,Diesel,City,13,12.74
2290,60,5,Diesel,Highway,14,16.99
1356,175,3,Petrol,Highway,7,13.23
1222,79,5,Petrol,City,1,12.9
2303,143,6,Petrol,City,11,12
2104,165,5,Diesel,City,23,12
1067,64,6,Diesel,City,17,14.67
1765,233,3,Petrol,City,17,12
955,84,4,Petrol,City,15,12
1308,88,6,Petrol,Highway,21,12.17
2094,73,5,Diesel,City,10,14.55
2244,57,6,Diesel,Highway,16,16.47
1619,92,5,Petrol,Highway,5,14.38
2214,219,4,Petrol,City,2,12
1501,133,6,Petrol,Highway,7,13.25
1272,218,5,Diesel,Highway,3,16.84
1038,96,6,Diesel,Highway,15,17.69
1130,75,4,Petrol,Highway,11,14.61
726,229,4,Petrol,Highway,1,13.48
804,199,4,Diesel,City,23,12
628,182,6,Petrol,City,16,12
1044,192,6,Petrol,Highway,11,12.12
1565,213,5,Petrol,Highway,20,12
2342,150,4,Diesel,City,20,12
1063,112,5,Petrol,City,19,12
1903,142,6,Diesel,City,7,13.73
750,226,3,Petrol,City,18,12
839,104,4,Diesel,Highway,23,16.64
865,121,5,Diesel,Highway,10,18.67
2317,109,4,Petrol,City,8,12
1728,234,5,Diesel,Highway,2,15.92
2056,78,5,Diesel,Highway,24,15
1512,68,3,Petrol,City,7,12.35
1096,122,6,Petrol,City,8,12
2063,187,4,Diesel,Highway,19,13.93
2371,150,6,Petrol,City,6,12
1284,187,5,Petrol,Highway,1,13.51
757,106,6,Petrol,City,23,12
771,231,3,Petrol,Highway,11,12.22
1093,233,6,Petrol,City,20,12
1569,117,5,Petrol,Highway,4,14.12
1934,246,5,Petrol,City,12,12
2026,136,3,Diesel,City,9,14.03
2292,152,4,Petrol,Highway,23,12
2393,232,3,Petrol,City,8,12
1275,246,4,Petrol,Highway,6,12
1258,121,5,Petrol,City,18,12
1502,178,6,Petrol,Highway,19,12
1265,167,5,Petrol,City,20,12
2086,189,3,Diesel,City,18,12
966,212,3,Petrol,Highway,1,13.78
1149,165,6,Diesel,Highway,9,17.04
1242,131,3,Diesel,Highway,13,17.76
2493,210,5,Diesel,City,12,12
854,158,6,Diesel,Highway,18,15.91
807,202,4,Petrol,City,21,12
1049,65,3,Petrol,Highway,7,15.81
694,185,4,Petrol,Highway,11,13.01
2483,84,6,Diesel,City,18,12.39
1438,223,3,Petrol,City,22,12
1077,188,6,Diesel,Highway,10,16.39
1282,238,3,Diesel,Highway,8,15.93
1361,93,3,Petrol,City,14,12
789,188,3,Diesel,City,14,13.73
1310,188,6,Petrol,Highway,13,12
2107,199,6,Diesel,City,7,12.39
2356,134,5,Diesel,City,15,12.35
2159,131,5,Petrol,Highway,6,12.83
1355,239,6,Diesel,City,12,12
2046,225,6,Petrol,Highway,11,12
1435,151,3,Petrol,City,24,12
2263,112,5,Petrol,Highway,18,12
2228,228,5,Diesel,City,4,12.27
2435,222,6,Petrol,Highway,4,12
732,82,5,Petrol,City,13,12
654,109,6,Petrol,City,7,12.04
1109,172,5,Petrol,Highway,23,12
1269,51,4,Diesel,City,19,14.75
2164,190,4,Petrol,Highway,4,12.21
1009,243,5,Petrol,City,1,12
1834,106,6,Petrol,City,8,12
2289,220,4,Petrol,Highway,12,12
1916,94,3,Petrol,City,12,12
1586,80,6,Diesel,Highway,20,16.2
1333,187,4,Petrol,Highway,11,12.28
1738,72,3,Diesel,Highway,21,16.69
2293,78,4,Petrol,Highway,21,12
858,80,4,Diesel,Highway,17,18.48
2386,67,3,Petrol,City,17,12
1745,60,3,Diesel,City,23,13.48
898,152,5,Diesel,City,12,14.23
2398,96,4,Petrol,Highway,12,12.5
2004,52,3,Diesel,Highway,17,17.55
1160,179,5,Petrol,City,9,12
2464,231,3,Petrol,Highway,22,12
2124,121,5,Diesel,Highway,13,16.11
896,208,5,Diesel,City,17,12.35
961,185,3,Diesel,Highway,1,19.16
1188,220,3,Petrol,Highway,21,12
2086,225,4,Diesel,City,3,12.82
2061,179,4,Diesel,Highway,8,16.02
726,71,5,Diesel,Highway,8,20.64
796,173,3,Petrol,Highway,8,13.79
820,182,4,Petrol,City,6,12
1594,184,5,Diesel,Highway,15,15.11
690,69,4,Diesel,City,21,14.78
1010,126,5,Diesel,Highway,5,19.33
607,179,4,Petrol,Highway,6,13.97
1143,81,3,Diesel,City,22,14.03
1067,139,6,Diesel,City,25,12
919,52,6,Petrol,Highway,23,12.85
2017,218,5,Petrol,City,6,12
868,91,6,Diesel,City,10,15.63
1814,126,6,Diesel,City,23,12
2484,222,5,Petrol,Highway,19,12
2298,150,6,Diesel,Highway,2,16.87
660,248,4,Petrol,Highway,7,12.35
2061,194,4,Diesel,Highway,19,13.79
1887,177,4,Diesel,City,13,12.61
1396,96,3,Diesel,City,4,16.56
1718,246,4,Petrol,Highway,11,12
1152,201,6,Diesel,City,18,12
1525,248,6,Petrol,City,21,12
2093,172,4,Diesel,City,21,12
1260,83,3,Petrol,City,11,12
1315,227,4,Diesel,Highway,13,15.06
1378,91,3,Petrol,City,10,12
2137,82,3,Petrol,City,17,12
2313,172,4,Diesel,City,4,13.47
793,76,3,Petrol,City,3,13.57
1081,108,6,Diesel,Highway,7,18.98
1959,196,4,Diesel,Highway,16,14.4
2058,164,6,Diesel,Highway,21,13.64
1819,180,3,Petrol,Highway,6,12.73
1454,248,5,Diesel,Highway,18,13.34
1872,177,4,Diesel,City,1,14.37
1097,169,5,Diesel,City,19,12.57
811,202,5,Petrol,City,10,12
1264,162,5,Diesel,Highway,3,18.35
1269,64,5,Diesel,Highway,23,16.63
2089,132,6,Diesel,City,11,13.1
2497,237,4,Diesel,Highway,7,14.18
2274,132,6,Petrol,City,6,12
820,72,3,Diesel,City,14,16.09
872,60,4,Diesel,Highway,20,18.25
1777,236,4,Diesel,City,8,12.29
1872,165,6,Petrol,City,11,12
878,211,3,Diesel,City,2,14.99
2063,152,5,Diesel,Highway,7,16.59
1415,56,3,Diesel,Highway,17,18.43
875,155,6,Diesel,Highway,24,14.79
1604,221,6,Diesel,City,5,12.81
1113,241,6,Diesel,Highway,6,15.7
1711,163,5,Petrol,City,22,12
2422,72,4,Petrol,City,17,12
1522,151,3,Diesel,Highway,23,14.91
1241,107,3,Petrol,Highway,15,13.45
1104,69,5,Petrol,City,3,12.94
1189,204,6,Petrol,Highway,18,12
1371,166,3,Diesel,Highway,15,16.32
1864,237,4,Diesel,City,23,12
2276,185,3,Petrol,Highway,25,12
1339,150,6,Diesel,City,4,14.75
1274,244,3,Petrol,Highway,23,12
1859,51,6,Diesel,Highway,21,16.19
1613,71,4,Petrol,City,10,12
727,119,5,Diesel,City,11,15.3
1102,152,6,Diesel,City,23,12.05
1823,153,6,Petrol,City,1,12
1501,85,3,Diesel,Highway,10,19.1
1142,157,5,Diesel,Highway,25,14.44
2125,73,6,Petrol,Highway,22,12
2273,189,3,Diesel,City,15,12
1091,71,4,Petrol,Highway,8,15.23
1644,132,5,Petrol,City,9,12
1857,122,3,Petrol,City,1,12
1313,173,5,Petrol,City,21,12
1390,130,6,Diesel,Highway,12,16.96
2266,200,3,Diesel,Highway,16,14.11
1015,123,4,Petrol,City,7,12
747,240,4,Diesel,City,12,12.8
1569,79,3,Diesel,City,12,15.28
628,196,3,Diesel,Highway,11,17.42
1984,75,5,Diesel,City,16,13.69
907,177,3,Petrol,City,8,12
761,60,5,Diesel,City,19,15
1468,69,6,Petrol,Highway,8,14.32
1451,167,3,Petrol,Highway,5,13.56
660,105,6,Diesel,City,17,14.4
724,222,4,Diesel,City,16,12.6
2079,245,5,Diesel,City,4,12.1
1694,96,5,Petrol,Highway,18,12.26
1437,138,4,Petrol,Highway,12,12.92
2499,107,6,Diesel,City,21,12
1065,59,5,Diesel,Highway,4,21.24
842,71,4,Petrol,City,18,12
2113,120,4,Petrol,Highway,7,13.15
2384,73,4,Diesel,City,2,15.64
1844,243,3,Diesel,Highway,2,16
1072,145,6,Diesel,City,13,13.79
1558,238,4,Petrol,City,4,12
1132,56,6,Petrol,City,5,12.65
1093,121,5,Diesel,Highway,12,17.9
1498,176,3,Petrol,City,11,12
681,87,4,Petrol,City,3,13.31
1455,198,4,Petrol,City,11,12
1478,185,4,Diesel,City,9,13.54
2145,170,5,Diesel,Highway,22,13.45
1522,138,3,Diesel,Highway,8,18.14
611,77,6,Petrol,City,21,12
1886,141,6,Petrol,Highway,8,12.51
2280,103,6,Diesel,City,10,13.53
1048,208,6,Diesel,Highway,6,16.64
1815,165,6,Petrol,City,23,12
1361,165,6,Diesel,City,18,12.31
1737,169,6,Petrol,City,6,12
625,90,3,Diesel,City,21,14.68
2406,86,3,Diesel,City,12,13.99
2122,174,5,Diesel,City,16,12
1107,215,4,Petrol,Highway,24,12
2168,228,3,Diesel,Highway,21,12.82
661,125,4,Diesel,Highway,16,17.9
828,86,5,Diesel,City,23,13.71
2438,150,3,Petrol,Highway,4,12.8
1206,80,5,Petrol,City,18,12
1658,239,3,Diesel,Highway,13,14.54
2328,195,3,Diesel,City,3,13.32
2079,139,6,Diesel,Highway,12,15.72
2211,55,4,Diesel,City,20,13.29
1490,186,5,Diesel,Highway,19,14.49
2125,188,6,Petrol,City,23,12
1360,144,3,Petrol,Highway,5,14.14
1194,168,3,Petrol,City,19,12
1648,159,5,Diesel,Highway,19,14.87
2192,169,4,Petrol,Highway,25,12
1655,179,5,Diesel,Highway,12,15.67
2454,172,3,Petrol,Highway,25,12
1635,78,6,Diesel,Highway,5,19.2
1942,159,5,Petrol,Highway,2,13.13
2468,170,6,Diesel,City,16,12
2227,228,4,Petrol,Highway,21,12
600,118,4,Petrol,City,4,12.72
2058,200,6,Diesel,Highway,22,12.76
2461,56,4,Diesel,City,15,13.76
1759,177,6,Diesel,Highway,10,15.68
1819,105,6,Diesel,City,22,12.22
732,176,6,Diesel,City,6,14.66
685,126,4,Petrol,City,7,12.1
2099,111,6,Petrol,Highway,2,13.62
2430,123,4,Petrol,Highway,4,13.11
2414,64,6,Diesel,Highway,15,16.25
1947,102,6,Petrol,City,13,12
1803,220,4,Petrol,Highway,9,12
1115,169,6,Petrol,City,5,12
2261,84,6,Petrol,Highway,17,12
774,63,4,Diesel,City,6,17.59
1362,142,3,Diesel,Highway,14,17.11
1644,246,5,Petrol,Highway,5,12
1596,171,4,Petrol,Highway,2,13.52
1728,226,6,Petrol,City,14,12
1177,67,5,Petrol,City,19,12
2066,228,5,Petrol,Highway,19,12
2398,178,6,Petrol,Highway,23,12
648,174,6,Diesel,City,13,13.71
1127,76,3,Petrol,City,21,12
744,113,6,Petrol,Highway,12,13.77
1963,109,5,Petrol,Highway,25,12
1361,218,6,Petrol,Highway,1,12.59
2478,198,5,Petrol,City,3,12
1977,63,4,Petrol,City,10,12
1698,165,4,Petrol,Highway,8,12.69
2425,197,5,Petrol,City,13,12
1528,141,4,Petrol,Highway,19,12
1393,134,3,Petrol,Highway,3,14.59
2201,136,5,Diesel,City,24,12
2260,188,5,Petrol,Highway,3,12.08
918,169,6,Petrol,Highway,18,12
1710,243,3,Diesel,Highway,3,16.03
2176,133,6,Petrol,City,12,12
1297,73,3,Petrol,Highway,2,16.14
2489,168,3,Petrol,City,8,12
1446,138,3,Petrol,City,21,12
2401,86,5,Diesel,Highway,14,16.25
1382,135,4,Petrol,City,19,12
641,176,4,Petrol,Highway,11,13.25
1716,201,6,Petrol,City,16,12
2320,64,6,Petrol,City,14,12
2350,61,4,Petrol,Highway,8,13.74
2130,144,4,Diesel,Highway,24,13.83
1128,241,3,Diesel,City,20,12
1888,80,6,Petrol,City,14,12
2249,230,6,Diesel,Highway,25,12
891,143,6,Diesel,Highway,12,17.39
1568,133,6,Diesel,City,17,12.8
2087,121,4,Petrol,City,23,12
2427,93,4,Petrol,Highway,12,12.52
2183,79,5,Diesel,Highway,21,15.39
2442,84,5,Diesel,City,12,13.56
696,70,4,Petrol,Highway,12,15.09
1718,160,3,Diesel,City,7,14.26
1949,112,4,Petrol,Highway,10,13.07
673,141,3,Petrol,City,16,12
1959,194,6,Diesel,Highway,24,12.67
1691,61,5,Petrol,City,3,12.4
1357,195,3,Diesel,City,3,14.58
1700,141,6,Diesel,Highway,1,18.27
807,109,4,Diesel,City,5,16.7
2389,116,5,Petrol,Highway,8,12.54
1844,164,4,Diesel,Highway,17,15.08
1885,64,6,Petrol,Highway,16,12.67
1009,65,6,Diesel,Highway,16,18.25
930,71,4,Petrol,Highway,18,13.77
943,167,6,Diesel,City,18,12.73
1588,162,6,Diesel,Highway,14,15.56
1370,144,3,Petrol,Highway,12,13.08
2443,240,4,Petrol,Highway,10,12
673,208,4,Diesel,City,2,15.09
2260,50,5,Petrol,Highway,21,12
2323,124,3,Diesel,Highway,23,14.36
853,55,3,Diesel,City,3,18.49
1558,136,6,Petrol,Highway,1,13.98
2456,186,5,Petrol,Highway,9,12
1419,229,5,Diesel,City,25,12
2370,111,3,Diesel,City,4,14.82
1585,107,5,Diesel,City,21,12.8
2385,157,3,Diesel,City,16,12.14
931,68,5,Petrol,Highway,4,15.93
2021,158,3,Diesel,City,24,12
1968,190,3,Petrol,City,17,12
2207,172,6,Diesel,City,15,12
1346,209,6,Petrol,City,4,12
1435,149,5,Diesel,Highway,4,18.22
2291,58,6,Petrol,Highway,12,12.87
1054,98,4,Diesel,Highway,3,20.74
1738,214,4,Petrol,Highway,20,12
912,80,5,Petrol,Highway,23,12.6
1617,208,3,Petrol,Highway,5,12.56
827,108,6,Diesel,City,19,13.8
1433,232,5,Petrol,Highway,6,12
1457,196,4,Petrol,City,9,12
1868,240,3,Diesel,Highway,3,15.88
1417,179,6,Diesel,Highway,2,17.56
2149,94,3,Diesel,City,25,12.1
1617,145,3,Petrol,Highway,21,12
1127,92,6,Petrol,Highway,10,14.02
1549,147,6,Petrol,City,5,12
1026,50,4,Petrol,Highway,7,15.9
641,238,4,Diesel,Highway,15,15.32
1064,180,3,Petrol,Highway,2,14.2
2245,140,3,Diesel,City,10,13.51
